index,name,strand,Assay title,ontology_curie,biosample_name,biosample_type,biosample_life_stage,data_source,endedness,genetically_modified,nonzero_mean,output_type,gtex_tissue,histone_mark,transcription_factor
40,CL:0000134 Histone ChIP-seq H2BK12ac,.,Histone ChIP-seq,CL:0000134,mesenchymal stem cell,in_vitro_differentiated_cells,embryonic,encode,single,false,1.1039183139801025,OutputType.CHIP_HISTONE,NaN,H2BK12ac,NaN
41,CL:0000134 Histone ChIP-seq H3K14ac,.,Histone ChIP-seq,CL:0000134,mesenchymal stem cell,in_vitro_differentiated_cells,embryonic,encode,single,false,1.2969588041305542,OutputType.CHIP_HISTONE,NaN,H3K14ac,NaN
42,CL:0000134 Histone ChIP-seq H3K18ac,.,Histone ChIP-seq,CL:0000134,mesenchymal stem cell,in_vitro_differentiated_cells,embryonic,encode,single,false,1.0279197692871094,OutputType.CHIP_HISTONE,NaN,H3K18ac,NaN
43,CL:0000134 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,CL:0000134,mesenchymal stem cell,in_vitro_differentiated_cells,embryonic,encode,single,false,0.7909675240516663,OutputType.CHIP_HISTONE,NaN,H3K27ac,NaN
44,CL:0000134 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,CL:0000134,mesenchymal stem cell,primary_cell,adult,encode,single,false,1.0067557096481323,OutputType.CHIP_HISTONE,NaN,H3K27me3,NaN
45,CL:0000134 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,CL:0000134,mesenchymal stem cell,primary_cell,adult,encode,single,false,0.9950606822967529,OutputType.CHIP_HISTONE,NaN,H3K36me3,NaN
46,CL:0000134 Histone ChIP-seq H3K4ac,.,Histone ChIP-seq,CL:0000134,mesenchymal stem cell,in_vitro_differentiated_cells,embryonic,encode,single,false,1.0210992097854614,OutputType.CHIP_HISTONE,NaN,H3K4ac,NaN
47,CL:0000134 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,CL:0000134,mesenchymal stem cell,primary_cell,adult,encode,single,false,1.1552000045776367,OutputType.CHIP_HISTONE,NaN,H3K4me1,NaN
48,CL:0000134 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,CL:0000134,mesenchymal stem cell,primary_cell,adult,encode,single,false,0.9800390601158142,OutputType.CHIP_HISTONE,NaN,H3K4me3,NaN
49,CL:0000134 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,CL:0000134,mesenchymal stem cell,primary_cell,adult,encode,single,false,0.8497458100318909,OutputType.CHIP_HISTONE,NaN,H3K9ac,NaN
50,CL:0000134 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,CL:0000134,mesenchymal stem cell,primary_cell,adult,encode,single,false,1.0167886018753052,OutputType.CHIP_HISTONE,NaN,H3K9me3,NaN
51,CL:0000134 Histone ChIP-seq H4K8ac,.,Histone ChIP-seq,CL:0000134,mesenchymal stem cell,in_vitro_differentiated_cells,embryonic,encode,single,false,1.4190325736999512,OutputType.CHIP_HISTONE,NaN,H4K8ac,NaN
52,CL:0000134 Histone ChIP-seq H4K91ac,.,Histone ChIP-seq,CL:0000134,mesenchymal stem cell,in_vitro_differentiated_cells,embryonic,encode,single,false,1.3199173212051392,OutputType.CHIP_HISTONE,NaN,H4K91ac,NaN
53,CL:0000136 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,CL:0000136,adipocyte,in_vitro_differentiated_cells,adult,encode,single,false,0.963962733745575,OutputType.CHIP_HISTONE,NaN,H3K27me3,NaN
54,CL:0000136 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,CL:0000136,adipocyte,in_vitro_differentiated_cells,adult,encode,single,false,0.9868001341819763,OutputType.CHIP_HISTONE,NaN,H3K36me3,NaN
55,CL:0000136 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,CL:0000136,adipocyte,in_vitro_differentiated_cells,adult,encode,single,false,1.0046213865280151,OutputType.CHIP_HISTONE,NaN,H3K4me1,NaN
56,CL:0000136 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,CL:0000136,adipocyte,in_vitro_differentiated_cells,adult,encode,single,false,0.9553647637367249,OutputType.CHIP_HISTONE,NaN,H3K4me3,NaN
57,CL:0000136 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,CL:0000136,adipocyte,in_vitro_differentiated_cells,adult,encode,single,false,0.9475537538528442,OutputType.CHIP_HISTONE,NaN,H3K9ac,NaN
58,CL:0000136 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,CL:0000136,adipocyte,in_vitro_differentiated_cells,adult,encode,single,false,0.9842337965965271,OutputType.CHIP_HISTONE,NaN,H3K9me3,NaN
59,CL:0000182 Histone ChIP-seq H2AFZ,.,Histone ChIP-seq,CL:0000182,hepatocyte,in_vitro_differentiated_cells,embryonic,encode,single,false,0.7985633611679077,OutputType.CHIP_HISTONE,NaN,H2AFZ,NaN
60,CL:0000182 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,CL:0000182,hepatocyte,in_vitro_differentiated_cells,embryonic,encode,single,false,0.7550026774406433,OutputType.CHIP_HISTONE,NaN,H3K27ac,NaN
61,CL:0000182 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,CL:0000182,hepatocyte,in_vitro_differentiated_cells,embryonic,encode,single,false,0.8030983805656433,OutputType.CHIP_HISTONE,NaN,H3K4me1,NaN
62,CL:0000182 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,CL:0000182,hepatocyte,in_vitro_differentiated_cells,embryonic,encode,single,false,0.7852492928504944,OutputType.CHIP_HISTONE,NaN,H3K4me2,NaN
63,CL:0000182 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,CL:0000182,hepatocyte,in_vitro_differentiated_cells,embryonic,encode,single,false,0.8021527528762817,OutputType.CHIP_HISTONE,NaN,H3K4me3,NaN
64,CL:0000182 Histone ChIP-seq H3K79me2,.,Histone ChIP-seq,CL:0000182,hepatocyte,in_vitro_differentiated_cells,embryonic,encode,single,false,0.7845624685287476,OutputType.CHIP_HISTONE,NaN,H3K79me2,NaN
65,CL:0000182 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,CL:0000182,hepatocyte,in_vitro_differentiated_cells,embryonic,encode,single,false,0.8397226333618164,OutputType.CHIP_HISTONE,NaN,H3K9ac,NaN
66,CL:0000188 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,CL:0000188,skeletal muscle cell,primary_cell,unknown,encode,single,false,2.709303379058838,OutputType.CHIP_HISTONE,NaN,H3K4me3,NaN
67,CL:0000192 Histone ChIP-seq H2AFZ,.,Histone ChIP-seq,CL:0000192,smooth muscle cell,in_vitro_differentiated_cells,embryonic,encode,single,false,0.821370005607605,OutputType.CHIP_HISTONE,NaN,H2AFZ,NaN
68,CL:0000192 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,CL:0000192,smooth muscle cell,in_vitro_differentiated_cells,embryonic,encode,single,false,0.839430570602417,OutputType.CHIP_HISTONE,NaN,H3K27ac,NaN
69,CL:0000192 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,CL:0000192,smooth muscle cell,in_vitro_differentiated_cells,embryonic,encode,single,false,0.8422687649726868,OutputType.CHIP_HISTONE,NaN,H3K27me3,NaN
70,CL:0000192 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,CL:0000192,smooth muscle cell,in_vitro_differentiated_cells,embryonic,encode,single,false,0.8201920390129089,OutputType.CHIP_HISTONE,NaN,H3K4me1,NaN
71,CL:0000192 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,CL:0000192,smooth muscle cell,in_vitro_differentiated_cells,embryonic,encode,single,false,0.806756854057312,OutputType.CHIP_HISTONE,NaN,H3K4me2,NaN
72,CL:0000192 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,CL:0000192,smooth muscle cell,in_vitro_differentiated_cells,embryonic,encode,single,false,0.8416850566864014,OutputType.CHIP_HISTONE,NaN,H3K4me3,NaN
73,CL:0000192 Histone ChIP-seq H3K79me2,.,Histone ChIP-seq,CL:0000192,smooth muscle cell,in_vitro_differentiated_cells,embryonic,encode,single,false,0.8435471057891846,OutputType.CHIP_HISTONE,NaN,H3K79me2,NaN
74,CL:0000192 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,CL:0000192,smooth muscle cell,in_vitro_differentiated_cells,embryonic,encode,single,false,0.858325719833374,OutputType.CHIP_HISTONE,NaN,H3K9ac,NaN
75,CL:0000192 Histone ChIP-seq H4K20me1,.,Histone ChIP-seq,CL:0000192,smooth muscle cell,in_vitro_differentiated_cells,embryonic,encode,single,false,0.8388375639915466,OutputType.CHIP_HISTONE,NaN,H4K20me1,NaN
76,CL:0000221 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,CL:0000221,ectodermal cell,in_vitro_differentiated_cells,embryonic,encode,single,false,1.1612815856933594,OutputType.CHIP_HISTONE,NaN,H3K27me3,NaN
77,CL:0000221 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,CL:0000221,ectodermal cell,in_vitro_differentiated_cells,embryonic,encode,single,false,1.5367928743362427,OutputType.CHIP_HISTONE,NaN,H3K36me3,NaN
78,CL:0000221 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,CL:0000221,ectodermal cell,in_vitro_differentiated_cells,embryonic,encode,single,false,1.7136114835739136,OutputType.CHIP_HISTONE,NaN,H3K4me1,NaN
79,CL:0000221 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,CL:0000221,ectodermal cell,in_vitro_differentiated_cells,embryonic,encode,single,false,1.5633736848831177,OutputType.CHIP_HISTONE,NaN,H3K4me3,NaN
80,CL:0000222 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,CL:0000222,mesodermal cell,in_vitro_differentiated_cells,embryonic,encode,single,false,1.0044140815734863,OutputType.CHIP_HISTONE,NaN,H3K27ac,NaN
81,CL:0000222 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,CL:0000222,mesodermal cell,in_vitro_differentiated_cells,embryonic,encode,single,false,1.930644154548645,OutputType.CHIP_HISTONE,NaN,H3K36me3,NaN
82,CL:0000222 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,CL:0000222,mesodermal cell,in_vitro_differentiated_cells,embryonic,encode,single,false,2.2661662101745605,OutputType.CHIP_HISTONE,NaN,H3K4me1,NaN
83,CL:0000222 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,CL:0000222,mesodermal cell,in_vitro_differentiated_cells,embryonic,encode,single,false,5.64929723739624,OutputType.CHIP_HISTONE,NaN,H3K4me3,NaN
84,CL:0000222 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,CL:0000222,mesodermal cell,in_vitro_differentiated_cells,embryonic,encode,single,false,0.9807572364807129,OutputType.CHIP_HISTONE,NaN,H3K9me3,NaN
85,CL:0000223 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,CL:0000223,endodermal cell,in_vitro_differentiated_cells,embryonic,encode,single,false,0.9079552888870239,OutputType.CHIP_HISTONE,NaN,H3K27ac,NaN
86,CL:0000223 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,CL:0000223,endodermal cell,in_vitro_differentiated_cells,embryonic,encode,single,false,0.9090101718902588,OutputType.CHIP_HISTONE,NaN,H3K27me3,NaN
87,CL:0000223 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,CL:0000223,endodermal cell,in_vitro_differentiated_cells,embryonic,encode,single,false,0.9991441965103149,OutputType.CHIP_HISTONE,NaN,H3K36me3,NaN
88,CL:0000223 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,CL:0000223,endodermal cell,in_vitro_differentiated_cells,embryonic,encode,single,false,1.5521838665008545,OutputType.CHIP_HISTONE,NaN,H3K4me1,NaN
89,CL:0000223 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,CL:0000223,endodermal cell,in_vitro_differentiated_cells,embryonic,encode,single,false,0.8614636063575745,OutputType.CHIP_HISTONE,NaN,H3K4me3,NaN
90,CL:0000223 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,CL:0000223,endodermal cell,in_vitro_differentiated_cells,embryonic,encode,single,false,0.9326905608177185,OutputType.CHIP_HISTONE,NaN,H3K9me3,NaN
91,CL:0000236 Histone ChIP-seq H2AFZ,.,Histone ChIP-seq,CL:0000236,B cell,primary_cell,adult,encode,single,false,1.154281735420227,OutputType.CHIP_HISTONE,NaN,H2AFZ,NaN
92,CL:0000236 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,CL:0000236,B cell,primary_cell,adult,encode,single,false,0.7319360375404358,OutputType.CHIP_HISTONE,NaN,H3K27ac,NaN
93,CL:0000236 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,CL:0000236,B cell,primary_cell,adult,encode,single,false,0.9429988265037537,OutputType.CHIP_HISTONE,NaN,H3K27me3,NaN
94,CL:0000236 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,CL:0000236,B cell,primary_cell,adult,encode,single,false,1.481370449066162,OutputType.CHIP_HISTONE,NaN,H3K36me3,NaN
95,CL:0000236 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,CL:0000236,B cell,primary_cell,adult,encode,single,false,0.7308036684989929,OutputType.CHIP_HISTONE,NaN,H3K4me1,NaN
96,CL:0000236 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,CL:0000236,B cell,primary_cell,adult,encode,single,false,1.029736876487732,OutputType.CHIP_HISTONE,NaN,H3K4me2,NaN
97,CL:0000236 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,CL:0000236,B cell,primary_cell,adult,encode,single,false,0.789939820766449,OutputType.CHIP_HISTONE,NaN,H3K4me3,NaN
98,CL:0000236 Histone ChIP-seq H3K79me2,.,Histone ChIP-seq,CL:0000236,B cell,primary_cell,adult,encode,single,false,1.1787657737731934,OutputType.CHIP_HISTONE,NaN,H3K79me2,NaN
99,CL:0000236 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,CL:0000236,B cell,primary_cell,adult,encode,single,false,0.8615202903747559,OutputType.CHIP_HISTONE,NaN,H3K9ac,NaN
100,CL:0000236 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,CL:0000236,B cell,primary_cell,adult,encode,single,false,0.916641891002655,OutputType.CHIP_HISTONE,NaN,H3K9me3,NaN
101,CL:0000312 Histone ChIP-seq H2AFZ,.,Histone ChIP-seq,CL:0000312,keratinocyte,primary_cell,unknown,encode,single,false,0.8118183612823486,OutputType.CHIP_HISTONE,NaN,H2AFZ,NaN
102,CL:0000312 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,CL:0000312,keratinocyte,primary_cell,unknown,encode,single,false,2.179088830947876,OutputType.CHIP_HISTONE,NaN,H3K27ac,NaN
103,CL:0000312 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,CL:0000312,keratinocyte,primary_cell,unknown,encode,single,false,1.3998640775680542,OutputType.CHIP_HISTONE,NaN,H3K36me3,NaN
104,CL:0000312 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,CL:0000312,keratinocyte,primary_cell,unknown,encode,single,false,1.5928481817245483,OutputType.CHIP_HISTONE,NaN,H3K4me1,NaN
105,CL:0000312 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,CL:0000312,keratinocyte,primary_cell,unknown,encode,single,false,1.702629804611206,OutputType.CHIP_HISTONE,NaN,H3K4me2,NaN
106,CL:0000312 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,CL:0000312,keratinocyte,primary_cell,unknown,encode,single,false,0.7693329453468323,OutputType.CHIP_HISTONE,NaN,H3K4me3,NaN
107,CL:0000312 Histone ChIP-seq H3K79me2,.,Histone ChIP-seq,CL:0000312,keratinocyte,primary_cell,unknown,encode,single,false,1.2955195903778076,OutputType.CHIP_HISTONE,NaN,H3K79me2,NaN
108,CL:0000312 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,CL:0000312,keratinocyte,primary_cell,unknown,encode,single,false,1.6849207878112793,OutputType.CHIP_HISTONE,NaN,H3K9ac,NaN
109,CL:0000351 Histone ChIP-seq H2AK5ac,.,Histone ChIP-seq,CL:0000351,trophoblast cell,in_vitro_differentiated_cells,embryonic,encode,single,false,0.8748714327812195,OutputType.CHIP_HISTONE,NaN,H2AK5ac,NaN
110,CL:0000351 Histone ChIP-seq H2BK12ac,.,Histone ChIP-seq,CL:0000351,trophoblast cell,in_vitro_differentiated_cells,embryonic,encode,single,false,0.9820576906204224,OutputType.CHIP_HISTONE,NaN,H2BK12ac,NaN
111,CL:0000351 Histone ChIP-seq H3K14ac,.,Histone ChIP-seq,CL:0000351,trophoblast cell,in_vitro_differentiated_cells,embryonic,encode,single,false,0.9126267433166504,OutputType.CHIP_HISTONE,NaN,H3K14ac,NaN
112,CL:0000351 Histone ChIP-seq H3K18ac,.,Histone ChIP-seq,CL:0000351,trophoblast cell,in_vitro_differentiated_cells,embryonic,encode,single,false,0.9578627943992615,OutputType.CHIP_HISTONE,NaN,H3K18ac,NaN
113,CL:0000351 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,CL:0000351,trophoblast cell,in_vitro_differentiated_cells,embryonic,encode,single,false,1.0595502853393555,OutputType.CHIP_HISTONE,NaN,H3K27ac,NaN
114,CL:0000351 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,CL:0000351,trophoblast cell,in_vitro_differentiated_cells,embryonic,encode,single,false,0.8541465997695923,OutputType.CHIP_HISTONE,NaN,H3K36me3,NaN
115,CL:0000351 Histone ChIP-seq H3K4ac,.,Histone ChIP-seq,CL:0000351,trophoblast cell,in_vitro_differentiated_cells,embryonic,encode,single,false,1.019968867301941,OutputType.CHIP_HISTONE,NaN,H3K4ac,NaN
116,CL:0000351 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,CL:0000351,trophoblast cell,in_vitro_differentiated_cells,embryonic,encode,single,false,0.835045576095581,OutputType.CHIP_HISTONE,NaN,H3K4me1,NaN
117,CL:0000351 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,CL:0000351,trophoblast cell,in_vitro_differentiated_cells,embryonic,encode,single,false,0.8214141726493835,OutputType.CHIP_HISTONE,NaN,H3K4me2,NaN
118,CL:0000351 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,CL:0000351,trophoblast cell,in_vitro_differentiated_cells,embryonic,encode,single,false,1.1339974403381348,OutputType.CHIP_HISTONE,NaN,H3K4me3,NaN
119,CL:0000351 Histone ChIP-seq H3K79me1,.,Histone ChIP-seq,CL:0000351,trophoblast cell,in_vitro_differentiated_cells,embryonic,encode,single,false,1.1933636665344238,OutputType.CHIP_HISTONE,NaN,H3K79me1,NaN
120,CL:0000351 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,CL:0000351,trophoblast cell,in_vitro_differentiated_cells,embryonic,encode,single,false,1.1316494941711426,OutputType.CHIP_HISTONE,NaN,H3K9me3,NaN
121,CL:0000351 Histone ChIP-seq H4K8ac,.,Histone ChIP-seq,CL:0000351,trophoblast cell,in_vitro_differentiated_cells,embryonic,encode,single,false,1.0251048803329468,OutputType.CHIP_HISTONE,NaN,H4K8ac,NaN
122,CL:0000351 Histone ChIP-seq H4K91ac,.,Histone ChIP-seq,CL:0000351,trophoblast cell,in_vitro_differentiated_cells,embryonic,encode,single,false,1.682619571685791,OutputType.CHIP_HISTONE,NaN,H4K91ac,NaN
123,CL:0000515 Histone ChIP-seq H2AFZ,.,Histone ChIP-seq,CL:0000515,skeletal muscle myoblast,primary_cell,adult,encode,single,false,0.9730600714683533,OutputType.CHIP_HISTONE,NaN,H2AFZ,NaN
124,CL:0000515 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,CL:0000515,skeletal muscle myoblast,primary_cell,adult,encode,single,false,1.3889236450195312,OutputType.CHIP_HISTONE,NaN,H3K27ac,NaN
125,CL:0000515 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,CL:0000515,skeletal muscle myoblast,primary_cell,adult,encode,single,false,1.520578145980835,OutputType.CHIP_HISTONE,NaN,H3K4me1,NaN
126,CL:0000515 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,CL:0000515,skeletal muscle myoblast,primary_cell,adult,encode,single,false,1.1785502433776855,OutputType.CHIP_HISTONE,NaN,H3K4me2,NaN
127,CL:0000515 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,CL:0000515,skeletal muscle myoblast,primary_cell,adult,encode,single,false,0.7095293402671814,OutputType.CHIP_HISTONE,NaN,H3K4me3,NaN
128,CL:0000515 Histone ChIP-seq H3K79me2,.,Histone ChIP-seq,CL:0000515,skeletal muscle myoblast,primary_cell,adult,encode,single,false,1.056759238243103,OutputType.CHIP_HISTONE,NaN,H3K79me2,NaN
129,CL:0000515 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,CL:0000515,skeletal muscle myoblast,primary_cell,adult,encode,single,false,1.427546739578247,OutputType.CHIP_HISTONE,NaN,H3K9ac,NaN
130,CL:0000540 Histone ChIP-seq H2AFZ,.,Histone ChIP-seq,CL:0000540,neuron,in_vitro_differentiated_cells,embryonic,encode,single,false,1.061992883682251,OutputType.CHIP_HISTONE,NaN,H2AFZ,NaN
131,CL:0000540 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,CL:0000540,neuron,in_vitro_differentiated_cells,embryonic,encode,single,false,1.1989951133728027,OutputType.CHIP_HISTONE,NaN,H3K27me3,NaN
132,CL:0000540 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,CL:0000540,neuron,in_vitro_differentiated_cells,embryonic,encode,single,false,1.4886006116867065,OutputType.CHIP_HISTONE,NaN,H3K36me3,NaN
133,CL:0000540 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,CL:0000540,neuron,in_vitro_differentiated_cells,embryonic,encode,single,false,1.305953860282898,OutputType.CHIP_HISTONE,NaN,H3K4me1,NaN
134,CL:0000540 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,CL:0000540,neuron,in_vitro_differentiated_cells,embryonic,encode,single,false,0.9025025963783264,OutputType.CHIP_HISTONE,NaN,H3K4me3,NaN
135,CL:0000594 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,CL:0000594,skeletal muscle satellite cell,primary_cell,adult,encode,single,false,0.9547320604324341,OutputType.CHIP_HISTONE,NaN,H3K27me3,NaN
136,CL:0000594 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,CL:0000594,skeletal muscle satellite cell,primary_cell,adult,encode,single,false,0.9158826470375061,OutputType.CHIP_HISTONE,NaN,H3K36me3,NaN
137,CL:0000594 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,CL:0000594,skeletal muscle satellite cell,primary_cell,adult,encode,single,false,1.0326128005981445,OutputType.CHIP_HISTONE,NaN,H3K4me1,NaN
138,CL:0000594 Histone ChIP-seq H3K4me2,.,Histone ChIP-seq,CL:0000594,skeletal muscle satellite cell,primary_cell,adult,encode,single,false,0.958714485168457,OutputType.CHIP_HISTONE,NaN,H3K4me2,NaN
139,CL:0000594 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,CL:0000594,skeletal muscle satellite cell,primary_cell,adult,encode,single,false,0.8680325746536255,OutputType.CHIP_HISTONE,NaN,H3K4me3,NaN
140,CL:0000594 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,CL:0000594,skeletal muscle satellite cell,primary_cell,adult,encode,single,false,0.9965997934341431,OutputType.CHIP_HISTONE,NaN,H3K9ac,NaN
141,CL:0000623 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,CL:0000623,natural killer cell,primary_cell,adult,encode,single,false,1.1057385206222534,OutputType.CHIP_HISTONE,NaN,H3K27ac,NaN
142,CL:0000623 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,CL:0000623,natural killer cell,primary_cell,adult,encode,single,false,1.1983306407928467,OutputType.CHIP_HISTONE,NaN,H3K36me3,NaN
143,CL:0000623 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,CL:0000623,natural killer cell,primary_cell,adult,encode,single,false,1.7212512493133545,OutputType.CHIP_HISTONE,NaN,H3K4me1,NaN
144,CL:0000623 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,CL:0000623,natural killer cell,primary_cell,adult,encode,single,false,1.0924755334854126,OutputType.CHIP_HISTONE,NaN,H3K4me3,NaN
145,CL:0000623 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,CL:0000623,natural killer cell,primary_cell,adult,encode,single,false,1.444994568824768,OutputType.CHIP_HISTONE,NaN,H3K9me3,NaN
146,CL:0000624 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,CL:0000624,"CD4-positive, alpha-beta T cell",primary_cell,adult,encode,single,false,0.9602004289627075,OutputType.CHIP_HISTONE,NaN,H3K27ac,NaN
147,CL:0000624 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,CL:0000624,"CD4-positive, alpha-beta T cell",primary_cell,adult,encode,single,false,1.836999535560608,OutputType.CHIP_HISTONE,NaN,H3K27me3,NaN
148,CL:0000624 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,CL:0000624,"CD4-positive, alpha-beta T cell",primary_cell,adult,encode,single,false,1.4274044036865234,OutputType.CHIP_HISTONE,NaN,H3K36me3,NaN
149,CL:0000624 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,CL:0000624,"CD4-positive, alpha-beta T cell",primary_cell,adult,encode,single,false,1.9501261711120605,OutputType.CHIP_HISTONE,NaN,H3K4me1,NaN
150,CL:0000624 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,CL:0000624,"CD4-positive, alpha-beta T cell",primary_cell,adult,encode,single,false,1.1963306665420532,OutputType.CHIP_HISTONE,NaN,H3K4me3,NaN
151,CL:0000624 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,CL:0000624,"CD4-positive, alpha-beta T cell",primary_cell,adult,encode,single,false,1.860047459602356,OutputType.CHIP_HISTONE,NaN,H3K9me3,NaN
152,CL:0000625 Histone ChIP-seq H3K27ac,.,Histone ChIP-seq,CL:0000625,"CD8-positive, alpha-beta T cell",primary_cell,adult,encode,single,false,1.040993332862854,OutputType.CHIP_HISTONE,NaN,H3K27ac,NaN
153,CL:0000625 Histone ChIP-seq H3K27me3,.,Histone ChIP-seq,CL:0000625,"CD8-positive, alpha-beta T cell",primary_cell,adult,encode,single,false,1.77400541305542,OutputType.CHIP_HISTONE,NaN,H3K27me3,NaN
154,CL:0000625 Histone ChIP-seq H3K36me3,.,Histone ChIP-seq,CL:0000625,"CD8-positive, alpha-beta T cell",primary_cell,adult,encode,single,false,0.937209963798523,OutputType.CHIP_HISTONE,NaN,H3K36me3,NaN
155,CL:0000625 Histone ChIP-seq H3K4me1,.,Histone ChIP-seq,CL:0000625,"CD8-positive, alpha-beta T cell",primary_cell,adult,encode,single,false,1.0011892318725586,OutputType.CHIP_HISTONE,NaN,H3K4me1,NaN
156,CL:0000625 Histone ChIP-seq H3K4me3,.,Histone ChIP-seq,CL:0000625,"CD8-positive, alpha-beta T cell",primary_cell,adult,encode,single,false,1.409015417098999,OutputType.CHIP_HISTONE,NaN,H3K4me3,NaN
157,CL:0000625 Histone ChIP-seq H3K9ac,.,Histone ChIP-seq,CL:0000625,"CD8-positive, alpha-beta T cell",primary_cell,adult,encode,single,false,1.7480512857437134,OutputType.CHIP_HISTONE,NaN,H3K9ac,NaN
158,CL:0000625 Histone ChIP-seq H3K9me3,.,Histone ChIP-seq,CL:0000625,"CD8-positive, alpha-beta T cell",primary_cell,adult,encode,single,false,1.0857267379760742,OutputType.CHIP_HISTONE,NaN,H3K9me3,NaN
